"state" "time" "cost" "Item"
"FailureState 4" 1.66562264157655 0 23
"WorkingState 4" 1.67374650132864 401.671353937953 23
"FailureState 4" 1.98866082354128 0 23
"WorkingState 4" 1.98934005694154 387.944274412876 23
"FailureState 4" 2.15186256883721 0 23
"WorkingState 1" 0 0 24
"WorkingState 2" 1.52564647050461 0 24
"WorkingState 3" 2.07716351990309 0 24
"WorkingState 1" 0 0 25
"WorkingState 2" 1.15274300813807 0 25
"FailureState 2" 1.53221420337227 0 25
"WorkingState 2" 1.53797405365506 135.445103164877 25
"WorkingState 3" 1.70699296206491 0 25
"FailureState 3" 1.71206311272978 0 25
"WorkingState 3" 1.716595463996 285.995201687533 25
"FailureState 3" 2.08820386558935 0 25
"WorkingState 1" 0 0 26
"WorkingState 2" 2.23187646232464 0 26
"WorkingState 1" 0 0 27
"FailureState 1" 5.59397418677056 0 27
"WorkingState 1" 0 0 28
"WorkingState 2" 0.0377992311498815 0 28
"FailureState 2" 0.179536526118787 0 28
"WorkingState 2" 0.184993640750375 137.297666977199 28
"WorkingState 3" 1.7604264488693 0 28
"FailureState 3" 1.77076510514754 0 28
"WorkingState 3" 1.77954734665669 342.494323470724 28
"WorkingState 4" 1.86101760809345 0 28
"FailureState 4" 2.19461387923578 0 28
"WorkingState 1" 0 0 29
"WorkingState 2" 1.35049933592162 0 29
"FailureState 2" 1.52362945368769 0 29
"WorkingState 2" 1.52523389681756 134.103867851015 29
"WorkingState 3" 1.58412355402535 0 29
"FailureState 3" 1.76231592382795 0 29
"WorkingState 3" 1.76653709668026 279.59572441859 29
"WorkingState 4" 1.78913274911633 0 29
"FailureState 4" 2.24468804139283 0 29
"WorkingState 1" 0 0 30
"WorkingState 2" 1.91453269697992 0 30
"WorkingState 3" 3.17842124138651 0 30
"WorkingState 1" 0 0 31
"WorkingState 2" 0.548710319191618 0 31
"WorkingState 3" 1.58341489942806 0 31
"FailureState 3" 1.72920987062093 0 31
"WorkingState 3" 1.73389190427963 291.998140774073 31
"WorkingState 4" 2.04134337604166 0 31
"WorkingState 1" 0 0 32
"FailureState 1" 2.50564680804792 0 32
"WorkingState 1" 0 0 33
"WorkingState 2" 0.737208072910169 0 33
"FailureState 2" 0.909791261819603 0 33
"WorkingState 2" 0.916430263098945 112.34502315658 33
"WorkingState 3" 2.38462306020426 0 33
"WorkingState 1" 0 0 34
"WorkingState 2" 1.26187955421315 0 34
"WorkingState 3" 1.38034872704866 0 34
"FailureState 3" 1.79352582563561 0 34
"WorkingState 3" 1.7959700074508 301.527586646929 34
"WorkingState 4" 1.79927038527542 0 34
"FailureState 4" 1.85361181074966 0 34
"WorkingState 4" 1.8575146986874 406.805065020627 34
"FailureState 4" 2.01681676461636 0 34
"WorkingState 1" 0 0 35
"WorkingState 2" 0.517928693649506 0 35
"WorkingState 3" 1.57553170474841 0 35
"FailureState 3" 1.91307586785137 0 35
"WorkingState 3" 1.91435977637753 299.60684398681 35
"FailureState 3" 2.01765037066396 0 35
"WorkingState 1" 0 0 36
"WorkingState 2" 1.44326401530923 0 36
"FailureState 2" 1.72716908726676 0 36
"WorkingState 2" 1.72759553276839 113.037999683779 36
"WorkingState 3" 1.83072235829838 0 36
"WorkingState 4" 2.18261759253017 0 36
"WorkingState 1" 0 0 37
"WorkingState 2" 1.63203109078753 0 37
"WorkingState 3" 1.79495361510026 0 37
"FailureState 3" 2.0312125086362 0 37
"WorkingState 1" 0 0 38
"WorkingState 2" 3.45372663647853 0 38
"WorkingState 1" 0 0 39
"WorkingState 2" 1.49579552402985 0 39
"WorkingState 3" 1.55527491300154 0 39
"FailureState 3" 1.80269755864867 0 39
"WorkingState 3" 1.80562351282119 309.396929986415 39
"WorkingState 4" 1.96110810598178 0 39
"FailureState 4" 2.62297097928241 0 39
"WorkingState 1" 0 0 40
"WorkingState 2" 3.42226744032602 0 40
"WorkingState 1" 0 0 41
"WorkingState 2" 3.71097235505817 0 41
"WorkingState 1" 0 0 42
"FailureState 1" 2.4147150624795 0 42
"WorkingState 1" 0 0 43
"WorkingState 2" 2.23713576702654 0 43
"WorkingState 1" 0 0 44
"WorkingState 2" 0.210333789146367 0 44
"FailureState 2" 0.535136278676516 0 44
"WorkingState 2" 0.538072609162293 131.506606808527 44
"FailureState 2" 0.917490462565761 0 44
"WorkingState 2" 0.926852455115469 136.674392654053 44
"FailureState 2" 1.04936686410291 0 44
"WorkingState 2" 1.04989062800586 146.059845718418 44
"FailureState 2" 1.11113288813255 0 44
"WorkingState 2" 1.11314477476313 145.127230439132 44
"FailureState 2" 1.24154111243438 0 44
"WorkingState 2" 1.24203868239175 120.428970207713 44
"FailureState 2" 1.3561743435902 0 44
"WorkingState 2" 1.3680141008828 108.500232014837 44
"FailureState 2" 1.84659686353065 0 44
"WorkingState 2" 1.84715347021093 116.752174612056 44
"FailureState 2" 2.53112782757344 0 44
"WorkingState 1" 0 0 45
"WorkingState 2" 5.70459129873735 0 45
"WorkingState 1" 0 0 46
"WorkingState 2" 2.28994455761572 0 46
"WorkingState 1" 0 0 47
"WorkingState 2" 0.995935801660004 0 47
"WorkingState 3" 1.48491968874426 0 47
"FailureState 3" 1.73840602612023 0 47
"WorkingState 3" 1.74179290340657 311.615973264131 47
"WorkingState 4" 1.88225286168246 0 47
"FailureState 4" 2.21903248008339 0 47
"WorkingState 1" 0 0 48
"WorkingState 2" 1.44923112229172 0 48
"FailureState 2" 1.45838094734145 0 48
"WorkingState 2" 1.46452828720733 146.72388411853 48
"FailureState 2" 1.57165786256893 0 48
"WorkingState 2" 1.57505117955083 86.7622494981445 48
"WorkingState 3" 1.72304142519018 0 48
"FailureState 3" 2.74426617233918 0 48
"WorkingState 1" 0 0 49
"WorkingState 2" 3.14266337773735 0 49
"WorkingState 1" 0 0 50
"WorkingState 2" 1.76248737664269 0 50
"WorkingState 3" 2.24052737326226 0 50
"WorkingState 1" 0 0 51
"WorkingState 2" 0.00972999103977253 0 51
"FailureState 2" 0.23716130796676 0 51
"WorkingState 2" 0.244425958144666 133.431932597302 51
"FailureState 2" 0.548300659565356 0 51
"WorkingState 2" 0.550631136834084 132.876233949211 51
"FailureState 2" 1.37424609986182 0 51
"WorkingState 2" 1.38051242509638 164.29839317759 51
"WorkingState 3" 1.85243100479717 0 51
"WorkingState 4" 1.99670989870651 0 51
"FailureState 4" 2.21238063196728 0 51
"WorkingState 1" 0 0 52
"WorkingState 2" 1.57368623475311 0 52
"WorkingState 3" 2.60099768383999 0 52
"WorkingState 1" 0 0 53
"FailureState 1" 2.37906858726023 0 53
"WorkingState 1" 0 0 54
"WorkingState 2" 0.787034080798248 0 54
"WorkingState 3" 1.93730029817147 0 54
"WorkingState 4" 2.22127046405752 0 54
"WorkingState 1" 0 0 55
"WorkingState 2" 1.92160992184319 0 55
"WorkingState 3" 2.99999478539223 0 55
"WorkingState 1" 0 0 56
"WorkingState 2" 0.333190892600435 0 56
"FailureState 2" 0.704928603261622 0 56
"WorkingState 2" 0.708396363392717 133.867390206854 56
"WorkingState 3" 1.10332317447291 0 56
"FailureState 3" 1.68039330961519 0 56
"WorkingState 3" 1.68822174194912 289.606828282275 56
"FailureState 3" 1.73698421839755 0 56
"WorkingState 3" 1.75008151744044 289.802271037226 56
"WorkingState 4" 1.82167276061692 0 56
"FailureState 4" 1.91843610913632 0 56
"WorkingState 4" 1.92669098166308 428.858336926414 56
"FailureState 4" 1.95253119297123 0 56
"WorkingState 4" 1.95767253528507 401.365067507748 56
"FailureState 4" 2.04198055514884 0 56
"WorkingState 1" 0 0 57
"WorkingState 2" 0.277952346151938 0 57
"FailureState 2" 0.577036398122624 0 57
"WorkingState 2" 0.578107549413325 172.458591938966 57
"FailureState 2" 0.659262822300252 0 57
"WorkingState 2" 0.66544792411315 109.405996858988 57
"WorkingState 3" 1.07018059906639 0 57
"FailureState 3" 1.09249560275743 0 57
"WorkingState 3" 1.09499476832026 284.957843939724 57
"WorkingState 4" 1.47440081606769 0 57
"FailureState 4" 1.57759959769448 0 57
"WorkingState 4" 1.58620057637813 408.502610061417 57
"FailureState 4" 1.7085890366869 0 57
"WorkingState 4" 1.71618655035333 419.283071196661 57
"FailureState 4" 1.73980458845804 0 57
"WorkingState 4" 1.7449386994959 384.08213831729 57
"FailureState 4" 2.13033492174635 0 57
"WorkingState 1" 0 0 58
"WorkingState 2" 2.24935705954948 0 58
"WorkingState 1" 0 0 59
"FailureState 1" 0.660335751676795 0 59
"WorkingState 1" 0.660761778051626 51.8271277684962 59
"WorkingState 2" 1.12728356196134 0 59
"WorkingState 3" 1.41226648049304 0 59
"FailureState 3" 1.84779648763203 0 59
"WorkingState 3" 1.8553929046457 305.009399760913 59
"FailureState 3" 1.92752160465968 0 59
"WorkingState 3" 1.93018133214297 324.062610194176 59
"FailureState 3" 2.15763497765449 0 59
"WorkingState 1" 0 0 60
"WorkingState 2" 2.28817440300579 0 60
"WorkingState 1" 0 0 61
"WorkingState 2" 3.12202375397826 0 61
"WorkingState 1" 0 0 62
"WorkingState 2" 9.21278079534262 0 62
"WorkingState 1" 0 0 63
"FailureState 1" 2.60830189344842 0 63
"WorkingState 1" 0 0 64
"WorkingState 2" 0.174745728084384 0 64
"FailureState 2" 2.80292655019027 0 64
"WorkingState 1" 0 0 65
"WorkingState 2" 6.33736471168736 0 65
"WorkingState 1" 0 0 66
"WorkingState 2" 4.66959385530482 0 66
"WorkingState 1" 0 0 67
"WorkingState 2" 10.6939603715025 0 67
"WorkingState 1" 0 0 68
"WorkingState 2" 3.57619989266072 0 68
"WorkingState 1" 0 0 69
"WorkingState 2" 2.2629446284849 0 69
"WorkingState 1" 0 0 70
"WorkingState 2" 0.0864372763803296 0 70
"WorkingState 3" 0.977610141821114 0 70
"WorkingState 4" 1.48831616658854 0 70
"FailureState 4" 1.64817780998152 0 70
"WorkingState 4" 1.65708079307496 399.868744675741 70
"FailureState 4" 1.8978362954005 0 70
"WorkingState 4" 1.89948103098288 412.132766752861 70
"FailureState 4" 1.94345562455992 0 70
"WorkingState 4" 1.95379049379948 349.607862305523 70
"FailureState 4" 2.54078579411113 0 70
"WorkingState 1" 0 0 71
"WorkingState 2" 1.57973626148253 0 71
"WorkingState 3" 2.83301338147399 0 71
"WorkingState 1" 0 0 72
"FailureState 1" 0.436074060114754 0 72
"WorkingState 1" 0.437097522333021 88.5176928774709 72
"WorkingState 2" 3.01146271716048 0 72
"WorkingState 1" 0 0 73
"WorkingState 2" 0.927981706783345 0 73
"WorkingState 3" 0.984111544507925 0 73
"FailureState 3" 1.49164868887162 0 73
"WorkingState 3" 1.49558366082403 304.925917238883 73
"WorkingState 4" 2.0358013697198 0 73
"WorkingState 1" 0 0 74
"WorkingState 2" 0.960997928574496 0 74
"WorkingState 3" 1.28473009940508 0 74
"FailureState 3" 1.44782604699343 0 74
"WorkingState 3" 1.45055694654896 277.865145117636 74
"FailureState 3" 1.65758063706727 0 74
"WorkingState 3" 1.66516321711473 327.562477051862 74
"FailureState 3" 1.72812634553196 0 74
"WorkingState 3" 1.73168831455025 292.615626594191 74
"WorkingState 4" 1.95106210211681 0 74
"FailureState 4" 2.10937613633995 0 74
"WorkingState 1" 0 0 75
"WorkingState 2" 0.77223952951589 0 75
"FailureState 2" 0.953032517814039 0 75
"WorkingState 2" 0.961560516656691 125.678798927719 75
"FailureState 2" 1.65594716708707 0 75
"WorkingState 2" 1.6584820139711 167.058196000838 75
"FailureState 2" 1.97840565566243 0 75
"WorkingState 2" 1.98303145849384 98.9875338770613 75
"FailureState 2" 2.91026179436365 0 75
"WorkingState 1" 0 0 76
"WorkingState 2" 3.52719528954008 0 76
"WorkingState 1" 0 0 77
"WorkingState 2" 0.285548441452556 0 77
"WorkingState 3" 2.73859295843707 0 77
"WorkingState 1" 0 0 78
"WorkingState 2" 2.89496797105794 0 78
"WorkingState 1" 0 0 79
"WorkingState 2" 4.52885018896234 0 79
"WorkingState 1" 0 0 80
"WorkingState 2" 2.93569876566752 0 80
"WorkingState 1" 0 0 81
"WorkingState 2" 0.69896631360845 0 81
"WorkingState 3" 0.781815524448845 0 81
"FailureState 3" 1.12168058704975 0 81
"WorkingState 3" 1.12431661673365 315.807114178538 81
"WorkingState 4" 1.36652036748719 0 81
"FailureState 4" 1.38264772602897 0 81
"WorkingState 4" 1.39154173796946 442.288614465102 81
"FailureState 4" 1.92418101421517 0 81
"WorkingState 4" 1.92498227794077 369.98833990013 81
"FailureState 4" 2.32342022524246 0 81
"WorkingState 1" 0 0 82
"WorkingState 2" 0.265889393272138 0 82
"FailureState 2" 0.511869522024684 0 82
"WorkingState 2" 0.514998858660889 141.688525027594 82
"FailureState 2" 0.8230018957877 0 82
"WorkingState 2" 0.828483751451812 108.863253498863 82
"FailureState 2" 3.13026531162936 0 82
"WorkingState 1" 0 0 83
"WorkingState 2" 3.76644922454364 0 83
"WorkingState 1" 0 0 84
"WorkingState 2" 3.62053879448054 0 84
"WorkingState 1" 0 0 85
"WorkingState 2" 2.04787091975287 0 85
"WorkingState 1" 0 0 86
"WorkingState 2" 0.0129090114142526 0 86
"WorkingState 3" 0.588412716549013 0 86
"FailureState 3" 0.67353218908545 0 86
"WorkingState 1" 0.690705328304098 583.60453178724 86
"WorkingState 2" 0.731203232781122 0 86
"WorkingState 3" 1.27967183362711 0 86
"FailureState 3" 1.74024998800185 0 86
"WorkingState 3" 1.74536834129252 303.775908057634 86
"FailureState 3" 3.06276184637322 0 86
"WorkingState 1" 0 0 87
"WorkingState 2" 5.59022066915678 0 87
"WorkingState 1" 0 0 88
"WorkingState 2" 2.01466532331048 0 88
"WorkingState 1" 0 0 89
"WorkingState 2" 2.2764833433632 0 89
"WorkingState 1" 0 0 90
"FailureState 1" 0.582274154936696 0 90
"WorkingState 1" 0.584703897510012 57.7095163307432 90
"WorkingState 2" 2.46123479369681 0 90
"WorkingState 1" 0 0 91
"WorkingState 2" 2.33840326137946 0 91
"WorkingState 1" 0 0 92
"WorkingState 2" 0.0972217787902244 0 92
"FailureState 2" 0.222908646383849 0 92
"WorkingState 2" 0.224128107959431 157.403779704371 92
"FailureState 2" 0.943726980306225 0 92
"WorkingState 2" 0.951126115462753 143.474707342677 92
"FailureState 2" 1.38491310500118 0 92
"WorkingState 2" 1.39111792107405 159.996024670074 92
"FailureState 2" 1.47429347939687 0 92
"WorkingState 2" 1.475814720877 143.219534953717 92
"FailureState 2" 1.55701044934718 0 92
"WorkingState 2" 1.56431221777307 148.487662693056 92
"WorkingState 3" 1.77080797542775 0 92
"FailureState 3" 1.77495327915608 0 92
"WorkingState 3" 1.77831696296543 302.380171322612 92
"WorkingState 4" 1.88770804220074 0 92
"FailureState 4" 2.38158607481674 0 92
"WorkingState 1" 0 0 93
"WorkingState 2" 10.5296102657675 0 93
"WorkingState 1" 0 0 94
"WorkingState 2" 0.621924127055836 0 94
"FailureState 2" 0.720878519995263 0 94
"WorkingState 2" 0.722415094773144 101.585235892004 94
"WorkingState 3" 0.889397590642213 0 94
"FailureState 3" 1.16800004276965 0 94
"WorkingState 3" 1.17435673772891 283.632280821472 94
"WorkingState 4" 1.25363965582711 0 94
"FailureState 4" 2.18531224153177 0 94
"WorkingState 1" 0 0 95
"WorkingState 2" 0.0219368527304831 0 95
"WorkingState 3" 0.180281609384856 0 95
"WorkingState 4" 0.846084922817253 0 95
"FailureState 4" 1.46215321020274 0 95
"WorkingState 4" 1.46542806121546 392.698338136269 95
"FailureState 4" 1.57045128164156 0 95
"WorkingState 4" 1.57282872522818 383.990963894884 95
"FailureState 4" 1.63571837911033 0 95
"WorkingState 4" 1.64554195668117 393.609948817884 95
"FailureState 4" 1.69294920175335 0 95
"WorkingState 4" 1.69318181233368 384.64267587958 95
"FailureState 4" 1.76193080301661 0 95
"WorkingState 4" 1.76693534057501 411.294354066264 95
"FailureState 4" 2.17398888060931 0 95
"WorkingState 1" 0 0 96
"WorkingState 2" 2.33858263622033 0 96
"WorkingState 1" 0 0 97
"WorkingState 2" 0.000189469714324633 0 97
"WorkingState 3" 0.060715236799569 0 97
"FailureState 3" 0.16383676449279 0 97
"WorkingState 1" 0.172019684906491 572.02073891027 97
"WorkingState 2" 1.28615945159002 0 97
"FailureState 2" 2.23149473035147 0 97
"WorkingState 1" 0 0 98
"WorkingState 2" 0.654412862231808 0 98
"WorkingState 3" 1.98039673761961 0 98
"WorkingState 4" 2.30475306709829 0 98
"WorkingState 1" 0 0 99
"WorkingState 2" 0.245294845814324 0 99
"FailureState 2" 0.733009368488979 0 99
"WorkingState 2" 0.736447642162082 171.264313641045 99
"FailureState 2" 1.05445492941645 0 99
"WorkingState 2" 1.05968614460117 114.405761255665 99
"WorkingState 3" 1.40408081093232 0 99
"WorkingState 4" 1.54342118753628 0 99
"FailureState 4" 1.77016940207293 0 99
"WorkingState 4" 1.77322311824263 428.603858615963 99
"FailureState 4" 1.84112328660958 0 99
"WorkingState 4" 1.84658501920137 417.232610230157 99
"FailureState 4" 2.20387376935668 0 99
"WorkingState 1" 0 0 100
"WorkingState 2" 2.8090150393735 0 100
"WorkingState 1" 0 0 101
"WorkingState 2" 2.19839238176866 0 101
"WorkingState 1" 0 0 102
"WorkingState 2" 3.21598105298843 0 102
"WorkingState 1" 0 0 103
"WorkingState 2" 4.03766439656942 0 103
"WorkingState 1" 0 0 104
"WorkingState 2" 0.361554647665327 0 104
"FailureState 2" 0.376271670717476 0 104
"WorkingState 2" 0.376723837001295 159.15812160621 104
"WorkingState 3" 0.457497948763967 0 104
"FailureState 3" 0.553816001654632 0 104
"WorkingState 1" 0.554807656221175 594.61720593048 104
"WorkingState 2" 2.57287548831899 0 104
"WorkingState 1" 0 0 105
"WorkingState 2" 6.18228523836868 0 105
"WorkingState 1" 0 0 106
"WorkingState 2" 1.51896243051532 0 106
"WorkingState 3" 1.98498606201554 0 106
"WorkingState 4" 2.01722860640822 0 106
"WorkingState 1" 0 0 107
"WorkingState 2" 1.68275121158591 0 107
"FailureState 2" 2.20231269465896 0 107
"WorkingState 1" 0 0 108
"WorkingState 2" 0.13845417279814 0 108
"FailureState 2" 0.32522064393742 0 108
"WorkingState 2" 0.329953571596788 181.724478392872 108
"WorkingState 3" 0.622464551958439 0 108
"WorkingState 4" 1.30555715047784 0 108
"FailureState 4" 1.35441194582519 0 108
"WorkingState 4" 1.35578840948184 380.482392497357 108
"FailureState 4" 1.80226123991859 0 108
"WorkingState 4" 1.81024137697665 396.79846143896 108
"FailureState 4" 2.29611332780931 0 108
"WorkingState 1" 0 0 109
"WorkingState 2" 1.87116681540638 0 109
"FailureState 2" 2.19999280430534 0 109
"WorkingState 1" 0 0 110
"WorkingState 2" 1.94618638195843 0 110
"WorkingState 3" 3.53482715695284 0 110
"WorkingState 1" 0 0 111
"WorkingState 2" 1.38069681941707 0 111
"FailureState 2" 1.94128843817522 0 111
"WorkingState 2" 1.94368293497604 154.790616633193 111
"WorkingState 3" 2.16009249334805 0 111
"WorkingState 1" 0 0 112
"WorkingState 2" 0.0381857165097183 0 112
"WorkingState 3" 0.168063693555635 0 112
"FailureState 3" 0.19507722459856 0 112
"WorkingState 1" 0.201088954524498 565.607989059867 112
"WorkingState 2" 2.17865727036713 0 112
"WorkingState 1" 0 0 113
"WorkingState 2" 0.0933894877043671 0 113
"WorkingState 3" 0.441265558334828 0 113
"FailureState 3" 0.498562026048565 0 113
"WorkingState 1" 0.513653965677256 605.10333727637 113
"FailureState 1" 2.08718585204158 0 113
"WorkingState 1" 0 0 114
"WorkingState 2" 0.112272420707451 0 114
"WorkingState 3" 0.310114459711477 0 114
"FailureState 3" 0.519919575704347 0 114
"WorkingState 1" 0.521793241658361 632.358200253958 114
"WorkingState 2" 2.20998858557968 0 114
"WorkingState 1" 0 0 115
"WorkingState 2" 2.84872096239879 0 115
"WorkingState 1" 0 0 116
"WorkingState 2" 0.00707315407498527 0 116
"FailureState 2" 1.21487032494941 0 116
"WorkingState 2" 1.21578944583748 135.823003107698 116
"WorkingState 3" 1.22278661956007 0 116
"FailureState 3" 1.29578339111404 0 116
"WorkingState 3" 1.30301050032061 299.200229825816 116
"FailureState 3" 1.69587174643716 0 116
"WorkingState 3" 1.69932047204716 321.961009904554 116
"FailureState 3" 1.96002567836125 0 116
"WorkingState 3" 1.96473285454955 317.523720311982 116
"WorkingState 4" 2.08118976852223 0 116
"WorkingState 1" 0 0 117
"WorkingState 2" 0.203470171307399 0 117
"WorkingState 3" 0.576742987571254 0 117
"WorkingState 4" 0.656564843585775 0 117
"FailureState 4" 1.14918430934486 0 117
"WorkingState 4" 1.1615353449184 421.747371753324 117
"FailureState 4" 1.37407175887987 0 117
"WorkingState 4" 1.37816172051183 406.688630104605 117
"FailureState 4" 1.42410549606046 0 117
"WorkingState 4" 1.42695664735601 380.494245265448 117
"FailureState 4" 1.66752950756477 0 117
"WorkingState 4" 1.67125002929183 399.56115384217 117
"FailureState 4" 2.21316665929569 0 117
"WorkingState 1" 0 0 118
"WorkingState 2" 8.52397072895414 0 118
"WorkingState 1" 0 0 119
"WorkingState 2" 1.67886593900654 0 119
"WorkingState 3" 2.52006099089421 0 119
"WorkingState 1" 0 0 120
"FailureState 1" 1.83293190412845 0 120
"WorkingState 1" 1.83527479756239 53.3434794134053 120
"WorkingState 2" 2.92672040813617 0 120
"WorkingState 1" 0 0 121
"FailureState 1" 2.85826444004524 0 121
"WorkingState 1" 0 0 122
"WorkingState 2" 1.70350648501998 0 122
"WorkingState 3" 2.61059165969495 0 122
"WorkingState 1" 0 0 123
"WorkingState 2" 6.31989108419048 0 123
"WorkingState 1" 0 0 124
"WorkingState 2" 0.548240431407611 0 124
"WorkingState 3" 1.05534788855319 0 124
"FailureState 3" 1.10434699534746 0 124
"WorkingState 3" 1.1057460233248 292.444249867847 124
"WorkingState 4" 1.63546878024117 0 124
"FailureState 4" 2.22097442636814 0 124
"WorkingState 1" 0 0 125
"WorkingState 2" 0.120323668340903 0 125
"WorkingState 3" 0.379737453766002 0 125
"WorkingState 4" 0.866695106884813 0 125
"FailureState 4" 0.891995104721548 0 125
"WorkingState 1" 0.892242439984771 780.612597539032 125
"WorkingState 2" 1.94366377469261 0 125
"WorkingState 3" 3.46138041527096 0 125
"WorkingState 1" 0 0 126
"WorkingState 2" 5.35325500994782 0 126
"WorkingState 1" 0 0 127
"WorkingState 2" 6.09871566828662 0 127
"WorkingState 1" 0 0 128
"WorkingState 2" 3.54318268404508 0 128
"WorkingState 1" 0 0 129
"WorkingState 2" 1.90233203541069 0 129
"WorkingState 3" 2.00291111625923 0 129
"WorkingState 1" 0 0 130
"WorkingState 2" 0.384633717725687 0 130
"FailureState 2" 0.563857845659513 0 130
"WorkingState 2" 0.568236149706904 130.812143714583 130
"FailureState 2" 2.44040023193634 0 130
"WorkingState 1" 0 0 131
"WorkingState 2" 1.0341131590779 0 131
"WorkingState 3" 1.35507953654113 0 131
"WorkingState 4" 2.28717348854253 0 131
"WorkingState 1" 0 0 132
"WorkingState 2" 3.12730157690452 0 132
"WorkingState 1" 0 0 133
"FailureState 1" 0.779427732203099 0 133
"WorkingState 1" 0.781293504611693 66.9169107255824 133
